S. No.,LR No.,LR Date  ,Vehicle Size,Bill To,From Location,To Location,Revenue,TML Invoice No-,TML Invoice Date,Transporter Name,Transport Charges
166,25233,2022-04-27,M. Pick up,Dr. Oetker,NOIDA,JAMMU,23000.0,36,2022-05-09 00:00:00,MISHRI YADAV,21000.0
167,25401,2022-04-27,32 FT,Honeywell International,BILASPUR,ANAND PARWAT,14500.0,65,2022-05-23 00:00:00,Delhi Jaipur Tpt.,11000.0
168,25402,2022-04-27,19/20FT,Simplified Tecnologies,BILASPUR,AHEMABAD,26500.0,102,2022-06-04 00:00:00,MISHRI YADAV,23000.0
169,25232,2022-04-27,14 FT,Dr. Oetker,NOIDA,JAIPUR,15000.0,36,2022-05-09 00:00:00,GULSHAN TRANSPORT,13000.0
170,24494,2022-04-28,19/20FT,Dharampal Satyapal,G.NOIDA,RANCHI,55120.0,49,2022-05-16 00:00:00,MISHRI YADAV,50000.0
171,25403,2022-04-28,32 FT,Honeywell International,BILASPUR,ANAND PARWAT,14500.0,65,2022-05-23 00:00:00,Delhi Jaipur Tpt.,11000.0
172,25404,2022-04-28,14 FT,Honeywell Ele. Dev.& Sys,BAWANA,BILASPUR,8000.0,32,2022-05-07 00:00:00,MISHRI YADAV,6500.0
173,25234,2022-04-28,14 FT,Dr. Oetker,NOIDA,LUCKNOW,19000.0,36,2022-05-09 00:00:00,DELHI GOODS,18000.0
174,24495,2022-04-29,TATA ACE,Honeywell Ele. Dev.& Sys,FARIDABAD,RITHALA,3600.0,33,2022-05-07 00:00:00,MISHRI YADAV,3000.0
175,24496,2022-04-29,14 FT,Honeywell Ele. Dev.& Sys,GURGAON,RITHALA,7200.0,33,2022-05-07 00:00:00,MISHRI YADAV,6000.0
176,24497,2022-04-30,22FT 12TON,Honeywell Automation (I) Ltd.,Jalandhar,Bilaspur,19900.0,51,2022-05-16 00:00:00,Tera Tera (13-13) Transport Co.,15600.0
177,24498,2022-04-30,22 FT16TON,Honeywell Automation (I) Ltd.,Jalandhar,Bilaspur,26349.0,52,2022-05-16 00:00:00,Tera Tera (13-13) Transport Co.,20800.0
178,24499,2022-04-30,TATA ACE,Honeywell Ele. Dev.& Sys,BANGALORE,BANGALORE,3600.0,91,2022-05-31 00:00:00,MISHRI YADAV,3000.0
179,25187,2022-04-02,Tata Ace,Dr. Oetker,Noida 67,"Dr,Oetker Pvt Ltd-Okhla (HO)",2200.0,"0035, 0026",2022-05-09 00:00:00,,
180,25189,2022-04-07,22 FT,Dr. Oetker,Noida 67,"Dr,Oetker Pvt Ltd-B-97 Noida",10500.0,35,2022-05-09 00:00:00,MISHRI YADAV,9000.0
181,25190,2022-04-08,19/20FT,Dr. Oetker,Noida 67,"Dr,Oetker Pvt Ltd-B-97 Noida",8500.0,35,2022-05-09 00:00:00,MISHRI YADAV,7000.0
182,25191,2022-04-09,Tata Ace,Dr. Oetker,Noida 67,"Dr,Oetker Pvt Ltd-B-97 Noida",3600.0,35,2022-05-09 00:00:00,MISHRI YADAV,3500.0
183,25196,2022-04-16,Tata Ace,Dr. Oetker,Noida 67,Shivam Enterprises,3000.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
184,25197,2022-04-16,Tata Ace,Dr. Oetker,Noida 67,Krishna Enterprises,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
185,25198,2022-04-16,Tata Ace,Dr. Oetker,Noida 67,Vishal Trading Company,3000.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
186,25199,2022-04-16,Tata Ace,Dr. Oetker,Noida 67,Shubham Agencies,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
187,25200,2022-04-16,Tata Ace,Dr. Oetker,Noida 67,Lakshmi Trading Co,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
188,25201,2022-04-16,Tata Ace,Dr. Oetker,Noida 67,B V M Sales,3000.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
189,25202,2022-04-16,Tata Ace,Dr. Oetker,Noida 67,S S Enterprises,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
190,25203,2022-04-16,Tata Ace,Dr. Oetker,Noida 67,Shri Sai Ram Enterprises,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
191,25204,2022-04-18,Tata Ace,Dr. Oetker,Noida 67,Thukral Enterprises,3600.0,35,2022-05-09 00:00:00,,
192,25205,2022-04-18,Tata Ace,Dr. Oetker,Noida 67,A R Enterprises,3600.0,35,2022-05-09 00:00:00,MISHRI YADAV,3500.0
193,25206,2022-04-18,Tata Ace,Dr. Oetker,Noida 67,Shree Shankar Enterprises,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
194,25207,2022-04-18,Tata Ace,Dr. Oetker,Noida 67,Shri Parshuram Traders,3000.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
195,25208,2022-04-18,Tata Ace,Dr. Oetker,Noida 67,Krishna Traders,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
196,25209,2022-04-19,Tata Ace,Dr. Oetker,Noida 67,A G & Sons,3000.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
197,25210,2022-04-19,Tata Ace,Dr. Oetker,Noida 67,A K Traders,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
198,25211,2022-04-19,Tata Ace,Dr. Oetker,Noida 67,New Variety Traders,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
199,25212,2022-04-19,Champion,Dr. Oetker,Noida 67,M S Enterprises,2800.0,35,2022-05-09 00:00:00,,
200,25213,2022-04-19,Champion,Dr. Oetker,Noida 67,Rohit Traders,0.0,35,2022-05-09 00:00:00,,
201,25214,2022-04-19,Champion,Dr. Oetker,Noida 67,Shree Ganesh Traders,0.0,35,2022-05-09 00:00:00,,
202,25215,2022-04-19,M. Pick up,Dr. Oetker,Noida 67,"Dr,Oetker Pvt Ltd-B-97 Noida",2500.0,35,2022-05-09 00:00:00,MISHRI YADAV,3000.0
203,25217,2022-04-21,Tata Ace,Dr. Oetker,Noida 67,R K Traders,3000.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
204,25220,2022-04-21,Tata Ace,Dr. Oetker,Noida 67,New Era Marketing,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
205,25218,2022-04-21,Champion,Dr. Oetker,Noida 67,Meet Enterprises,2800.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
206,25219,2022-04-21,Champion,Dr. Oetker,Noida 67,Nanak Traders,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
207,25221,2022-04-21,Ev,Dr. Oetker,Noida 67,Vashudev Enterprises,0.0,35,2022-05-09 00:00:00,TRUMILES,
208,25222,2022-04-22,Champion,Dr. Oetker,Noida 67,Sahil Sales,2800.0,35,2022-05-09 00:00:00,,
209,25223,2022-04-22,Champion,Dr. Oetker,Noida 67,"Dr,Oetker Pvt Ltd-B-97 Noida",0.0,35,2022-05-09 00:00:00,,
210,25224,2022-04-22,Tata Ace,Dr. Oetker,Noida 67,Jagdamba Traders,3000.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
211,25225,2022-04-22,Tata Ace,Dr. Oetker,Noida 67,Ganpati Enterprises,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
212,25226,2022-04-25,Tata Ace,Dr. Oetker,Noida 67,Meet Enterprises,3000.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
213,25227,2022-04-25,Tata Ace,Dr. Oetker,Noida 67,Shri Parasnath Enterprise,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
214,25228,2022-04-25,Champion,Dr. Oetker,Noida 67,Shri Nath Balaji Marketing,2800.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
215,25230,2022-04-27,M. Pick up,Dr. Oetker,Noida 67,"Dr,Oetker Pvt Ltd-B-97 Noida",2500.0,35,2022-05-09 00:00:00,MISHRI YADAV,3000.0
216,25231,2022-04-27,Ev,Dr. Oetker,Noida 67,A K Food Agencies,0.0,35,2022-05-09 00:00:00,TRUMILES,
217,25235,2022-04-28,M. Pick up,Dr. Oetker,Noida 67,"Dr,Oetker Pvt Ltd-B-97 Noida",4800.0,35,2022-05-09 00:00:00,MISHRI YADAV,3500.0
218,25236,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,New Era Marketing,3000.0,35,2022-05-09 00:00:00,,
219,25237,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,R K Traders,0.0,35,2022-05-09 00:00:00,,
220,25238,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,A K Traders,0.0,35,2022-05-09 00:00:00,,
221,25239,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,M S Enterprises,0.0,35,2022-05-09 00:00:00,,
222,25240,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,Shree Ganesh Traders,3000.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
223,25241,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,Shivam Enterprises,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
224,25242,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,Rohit Traders,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
225,25243,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,Krishna Enterprises,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
226,25244,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,A G & Sons,3000.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
227,25245,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,Jagdamba Traders,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
228,25246,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,Sheetal Traders,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
229,25247,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,Lakshmi Trading Co,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
230,25248,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,New Variety Traders,3000.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
231,25249,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,XXX Sahil Sales,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
232,25250,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,Shubham Agencies,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
233,25251,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,Shri Sai Ram Enterprises,3000.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
234,25252,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,S S Enterprises,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
235,25253,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,Keshav Enterprises,4500.0,35,2022-05-09 00:00:00,MISHRI YADAV,4000.0
236,25254,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,A R Enterprises,3600.0,35,2022-05-09 00:00:00,MISHRI YADAV,3000.0
237,25255,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,Thukral Enterprises,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
238,25256,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,Aman Trading Company,2800.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
239,25257,2022-04-30,Tata Ace,Dr. Oetker,Noida 67,Bhatia Traders,0.0,35,2022-05-09 00:00:00,MISHRI YADAV,
240,25258,2022-04-30,Champion,Dr. Oetker,Noida 67,Vishal Trading Company,2800.0,35,2022-05-09 00:00:00,MISHRI YADAV,2500.0
241,25188,2022-04-05,19/20FT,Dr. Oetker,Noida 67,Dehradun,17000.0,144,2022-06-22 00:00:00,DELHI GOODS,13000.0
242,23320,2022-05-04,32 FT,Ariston_G-Noida_Intech Digital,Noida,Rithala,14500.0,28,2022-05-07 00:00:00,Safeway logistics,11500.0
243,21446,2022-05-04,32 FT,Anjana International,Rithala,Bhopal,49000.0,34,2022-05-07 00:00:00,SRC Logistics,40000.0
244,22533,2022-05-02,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,14163.0,79,2022-05-26 00:00:00,NRC TRANSPORT CO-,12000.0
245,24017,2022-05-04,19/20FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,11690.0,104,2022-06-04 00:00:00,NEW AMBALA HARYANA ROADLINES,9400.0
246,22534,2022-05-05,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,14163.0,103,2022-06-04 00:00:00,NRC TRANSPORT CO-,12000.0
247,22536,2022-05-06,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,14163.0,103,2022-06-04 00:00:00,NRC TRANSPORT CO-,12000.0
248,12935,2022-05-06,32 FT MXL,VG_KA-YN-Harid-Roorkee,BHAGWANPUR,FARRUKHNAGAR,18321.0,140,2022-06-21 00:00:00,NEW OLAGO LOGISTICS,15500.0
249,24018,2022-05-07,19/20FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,11690.0,100,2022-06-03 00:00:00,NEW AMBALA HARYANA ROADLINES,9400.0
250,22676,2022-05-07,32 FT,VG_KA-YN-Harid-Roorkee,BARWALA,FARRUKHNAGAR,15600.0,110,2022-06-07 00:00:00,NEW HARYANA GOLDEN,13000.0
251,22677,2022-05-07,32 FT,VG_KA-YN-Harid-Roorkee,BARWALA,FARRUKHNAGAR,15600.0,110,2022-06-07 00:00:00,NEW HARYANA GOLDEN,13000.0
252,12936,2022-05-07,32 FT MXL,VG_KA-YN-Harid-Roorkee,BHAGWANPUR,FARRUKHNAGAR,18321.0,170,2022-07-08 00:00:00,VISHAL LOGISTICS,16500.0
253,25006,2022-05-04,19/20FT,Honeywell Ele. Dev.& Sys,Selaqui,BILASPUR,11098.0,152,2022-06-27 00:00:00,NRC TRANSPORT CO-,9000.0
254,25007,2022-05-06,M. Pick up,Honeywell Ele. Dev.& Sys,Selaqui,NOIDA,7500.0,81,2022-05-26 00:00:00,VISHAL LOGISTICS,6000.0
255,23323,2022-05-12,32 FT,Ariston_G-Noida_Intech Digital,Noida,Rithala,14500.0,47,2022-05-14 00:00:00,Safeway logistics,11500.0
256,23324,2022-05-13,19/20FT,Ariston_G-Noida_Intech Digital,Noida,Rithala,8300.0,47,2022-05-14 00:00:00,Radhey krishna logistics,7000.0
257,22537,2022-05-09,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,14163.0,103,2022-06-04 00:00:00,NRC TRANSPORT CO-,12000.0
258,22538,2022-05-10,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,14163.0,103,2022-06-04 00:00:00,NRC TRANSPORT CO-,12000.0
259,25501,2022-05-10,19/20FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,11690.0,106,2022-06-04 00:00:00,NEW AMBALA HARYANA ROADLINES,9400.0
260,12937,2022-05-10,32 FT MXL,VG_KA-YN-Harid-Roorkee,BHAGWANPUR,FARRUKHNAGAR,18321.0,58,2022-05-18 00:00:00,ASION ROAD CARRIER,16000.0
261,12938,2022-05-10,32 FT MXL,VG_KA-YN-Harid-Roorkee,BHAGWANPUR,FARRUKHNAGAR,18321.0,138,2022-06-21 00:00:00,VISHAL LOGISTICS,16500.0
262,22539,2022-05-11,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,14163.0,103,2022-06-04 00:00:00,NRC TRANSPORT CO-,12000.0
263,25502,2022-05-11,19/20FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,11690.0,106,2022-06-04 00:00:00,NEW AMBALA HARYANA ROADLINES,9400.0
264,25503,2022-05-12,19/20FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,11690.0,106,2022-06-04 00:00:00,NEW AMBALA HARYANA ROADLINES,9400.0
265,22541,2022-05-13,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,14163.0,105,2022-06-04 00:00:00,NRC TRANSPORT CO-,12000.0
266,25504,2022-05-13,19/20FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,11690.0,106,2022-06-04 00:00:00,NEW AMBALA HARYANA ROADLINES,9400.0
267,25505,2022-05-13,19/20FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,11690.0,106,2022-06-04 00:00:00,NEW AMBALA HARYANA ROADLINES,9400.0
268,22542,2022-05-14,32 FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,14163.0,105,2022-06-04 00:00:00,NRC TRANSPORT CO-,12000.0
269,24019,2022-05-15,19/20FT,VG_KA-YN-Harid-Roorkee,KALAAMB,FARRUKHNAGAR,11690.0,104,2022-06-04 00:00:00,NEW AMBALA HARYANA ROADLINES,9400.0
270,25008,2022-05-09,19/20FT,Honeywell Ele. Dev.& Sys,Selaqui,BILASPUR,11098.0,229,2022-08-03 00:00:00,BABA DEVGIRI ROADLINES,9000.0
271,25009,2022-05-12,19/20FT,Honeywell Ele. Dev.& Sys,Selaqui,BILASPUR,11098.0,118,2022-06-09 00:00:00,BABA DEVGIRI ROADLINES,9000.0
272,25010,2022-05-14,M. Pick up,Honeywell Ele. Dev.& Sys,Selaqui,NOIDA,7500.0,124,2022-06-14 00:00:00,VISHAL LOGISTICS,6000.0
273,25551,2022-05-03,M. Pick up,Honeywell Ele. Dev.& Sys,G. NOIDA,SELAQUI,10500.0,86,2022-05-28 00:00:00,MISHRI YADAV,9300.0
274,25552,2022-05-03,M. Pick up,Honeywell Ele. Dev.& Sys,G. NOIDA,SELAQUI,0.0,86,2022-05-28 00:00:00,MISHRI YADAV,
275,25260,2022-05-05,TATA ACE,Dr. Oetker,NOIDA,GURGAON,4500.0,"0096, 120","02-06-22, 10-06-22",MISHRI YADAV,4000.0
276,25601,2022-05-05,14 FT,Honeywell Ele. Dev.& Sys,GURGAON,PUNe,58000.0,89,2022-05-30 00:00:00,MISHRI YADAV,47000.0
277,25602,2022-05-05,14 FT,Honeywell Ele. Dev.& Sys,GURGAON,PUNE&NAGPUR,0.0,89,2022-05-30 00:00:00,MISHRI YADAV,
278,25553,2022-05-06,M. Pick up,QUICK SILVER,NOIDA,ICD DELHI,3500.0,66,2022-05-24 00:00:00,MISHRI YADAV,3000.0
279,25554,2022-05-07,22FT 12TON,Honeywell Automation (I) Ltd.,Jalandhar,Bilaspur,19900.0,80,2022-05-26 00:00:00,Tera Tera (13-13) Transport Co.,17780.0
280,25555,2022-05-07,M. Pick up,Honeywell Ele. Dev.& Sys,FARIDABAD,FARIDABAD,3000.0,50,2022-05-16 00:00:00,MISHRI YADAV,2500.0
281,25556,2022-05-09,TATA ACE,Honeywell Ele. Dev.& Sys,G. NOIDA,SELAQUI,9800.0,64,2022-05-23 00:00:00,MISHRI YADAV,8200.0
282,25557,2022-05-09,TATA ACE,Honeywell Ele. Dev.& Sys,G. NOIDA,SELAQUI,0.0,64,2022-05-23 00:00:00,MISHRI YADAV,
283,25558,2022-05-11,19/20FT,Honeywell Ele. Dev.& Sys,BAWANA,DELHI,13500.0,63,2022-05-23 00:00:00,MISHRI YADAV,8000.0
284,25262,2022-05-13,M. Pick up,Dr. Oetker,NOIDA,JAIPUR,12000.0,97,2022-06-02 00:00:00,DELHI GOODS,9000.0
285,25263,2022-05-13,14 FT,Dr. Oetker,NOIDA,LUCKNOW,19000.0,97,2022-06-02 00:00:00,DELHI GOODS,17800.0
286,25264,2022-05-14,M. Pick up,Dr. Oetker,NOIDA,FARIDABAD,4800.0,97,2022-06-02 00:00:00,MISHRI YADAV,4000.0
287,25265,2022-05-14,M. Pick up,Dr. Oetker,NOIDA,GHAZIABAD,2500.0,97,2022-06-02 00:00:00,MISHRI YADAV,3000.0
288,25266,2022-05-14,EECO,Dr. Oetker,NOIDA,DEHARADUN,4000.0,122,2022-06-14 00:00:00,MISHRI YADAV,1600.0
289,25267,2022-05-14,M. Pick up,Dr. Oetker,NOIDA,JAMMU,23000.0,97,2022-06-02 00:00:00,MISHRI YADAV,20500.0
290,25559,2022-05-14,M. Pick up,HONEYWELL,G. NOIDA,SELAQUI,11000.0,117,2022-06-09 00:00:00,MISHRI YADAV,9500.0
291,25560,2022-05-14,M. Pick up,HONEYWELL,G. NOIDA,SELAQUI,0.0,117,2022-06-09 00:00:00,MISHRI YADAV,
292,23315,2022-05-01,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15737.0,129,2022-06-17 00:00:00,Delhi Jaipur Tpt.,11500.0
293,23316,2022-05-01,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15737.0,129,2022-06-17 00:00:00,Delhi Jaipur Tpt.,11500.0
294,23317,2022-05-01,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15737.0,107,2022-06-04 00:00:00,Delhi Jaipur Tpt.,11500.0
295,23318,2022-05-01,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15737.0,129,2022-06-17 00:00:00,Safeway logistics,11000.0
296,23319,2022-05-01,32 FT,V-Guard-Noida_Intech ,Noida,Farrukh Nagar,15737.0,129,2022-06-17 00:00:00,Safeway logistics,11000.0
297,24079,2022-05-02,32 FT,VG_Creative _Bahadurgarh,Bahadurgarh,Farrukh Nagar,12646.0,132,2022-06-18 00:00:00,Delhi Jaipur Tpt.,9500.0
298,24534,2022-05-02,14 FT,Ariston_Rithala,Rithala,Gurgaon,4600.0,"0073, 0074",2022-05-25 00:00:00,Jai kedar Express,3500.0
299,24535,2022-05-02,19/20FT,Ariston_Rithala,Rithala,Narela,5900.0,"0130, 0131",2022-06-18 00:00:00,Vinod ,3500.0
300,24536,2022-05-02,Champion,Ariston_Rithala,Rithala,Chhtarpur,1350.0,"0073, 0074",2022-05-25 00:00:00,Sant Kumar,1100.0
301,24537,2022-05-02,Champion,Ariston_Rithala,Rithala,Chhtarpur,1350.0,"0073, 0074",2022-05-25 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
302,24538,2022-05-02,14 FT,Ariston_Rithala,Rithala,Noida,4750.0,"0073, 0074",2022-05-25 00:00:00,Arun Tempo,4000.0
303,24539,2022-05-02,Tata Ace,Ariston_Rithala,Rithala,Faridabad,3100.0,"0073, 0074",2022-05-25 00:00:00,(Shyam Kant Jha) Rama Tpt.,2100.0
304,24540,2022-05-04,14 FT,Ariston_Rithala,Rithala,Mandoli,3300.0,"0073, 0074",2022-05-25 00:00:00,Arun Tempo,2700.0
305,24541,2022-05-04,14 FT,Ariston_Rithala,Rithala,Faridabad,4600.0,"0073, 0074",2022-05-25 00:00:00,Jai kedar Express,3500.0
306,24542,2022-05-04,Champion,Ariston_Rithala,Rithala,Shakerpur,1350.0,"0073, 0074",2022-05-25 00:00:00,Sant Kumar,1100.0
307,24543,2022-05-04,Champion,Ariston_Rithala,Rithala,Delhi Cantt,1350.0,"0073, 0074",2022-05-25 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
308,24544,2022-05-04,17FT,Ariston_Rithala,Rithala,Gurgaon,6250.0,"0073, 0074",2022-05-25 00:00:00,Jai kedar Express,4000.0
309,24545,2022-05-04,14 FT,Ariston_Rithala,Rithala,Lucknow,19950.0,"0083, 0084",2022-05-28 00:00:00,GULSHAN TRANSPORT,17000.0
310,24546,2022-05-04,14 FT,Ariston_Rithala,Rithala,Lucknow,1000.0,"0083, 0084",2022-05-28 00:00:00,GULSHAN TRANSPORT,1000.0
311,24547,2022-05-05,Champion,Ariston_Rithala,Rithala,Mandoli,1350.0,"0073, 0074",2022-05-25 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
312,24548,2022-05-05,19/20FT,Ariston_Rithala,Rithala,Ambala,11150.0,"0073, 0074",2022-05-25 00:00:00,Jai kedar Express,9000.0
313,24549,2022-05-05,Champion,Ariston_Rithala,Rithala,Noida,3000.0,"0073, 0074",2022-05-25 00:00:00,(Shyam Kant Jha) Rama Tpt.,2100.0
314,21448,2022-05-06,Champion,Ariston_Rithala,"Dhansri Enterprises, Noida",Rithala,1500.0,98,2022-06-02 00:00:00,(Shyam Kant Jha) Rama Tpt.,1050.0
315,24550,2022-05-06,Champion,Ariston_Rithala,Rithala,Shakerpur,1350.0,"0073, 0074",2022-05-25 00:00:00,Sant Kumar,1100.0
316,25101,2022-05-06,Tata Ace,Ariston_Rithala,Rithala,Chhtarpur,1475.0,"0073, 0074",2022-05-25 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
317,25102,2022-05-06,Tata 407,Ariston_Rithala,Rithala,Gurgaon,4250.0,"0073, 0074",2022-05-25 00:00:00,Arun Tempo,3700.0
318,25103,2022-05-06,Champion,Ariston_Rithala,Rithala,Shakerpur,1350.0,"0073, 0074",2022-05-25 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
319,25104,2022-05-07,Tata 407,Ariston_Rithala,Rithala,Okhla,2800.0,"0130, 0131",2022-06-18 00:00:00,Arun Tempo,2500.0
320,25105,2022-05-07,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0073, 0074",2022-05-25 00:00:00,Sant Kumar,1100.0
321,25106,2022-05-07,14 FT,Ariston_Rithala,Rithala,Hissar,14000.0,"0130, 0131",2022-06-18 00:00:00,Jai kedar Express,7000.0
322,25107,2022-05-07,Champion,Ariston_Rithala,Rithala,Chhtarpur,1350.0,"0073, 0074",2022-05-25 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
323,25108,2022-05-09,Champion,Ariston_Rithala,Rithala,Mandoli,1350.0,"0073, 0074",2022-05-25 00:00:00,Battery Rikshaw,1100.0
324,25109,2022-05-09,Champion,Ariston_Rithala,Rithala,Shakarpur,300.0,"0073, 0074",2022-05-25 00:00:00,Battery Rikshaw,200.0
325,25110,2022-05-09,14 FT,Ariston_Rithala,Rithala,Amritsar,18000.0,"0083, 0084",2022-05-28 00:00:00,Jai Shree Durga,14000.0
326,25111,2022-05-09,19/20FT,Ariston_Rithala,Rithala,Amritsar,21500.0,"0130, 0131",2022-06-18 00:00:00,Jai kedar Express,16500.0
327,25112,2022-05-10,19/20FT,Ariston_Rithala,Rithala,Jalandhar,19200.0,"0130, 0131",2022-06-18 00:00:00,Jai kedar Express,16000.0
328,25113,2022-05-12,Champion,Ariston_Rithala,Rithala,Rajender Nagar,1350.0,"0073, 0074",2022-05-25 00:00:00,Sant Kumar,1100.0
329,25114,2022-05-12,14 FT,Ariston_Rithala,Rithala,Mehrauli,3300.0,"0130, 0131",2022-06-18 00:00:00,Jai kedar Express,2300.0
330,25115,2022-05-12,Champion,Ariston_Rithala,Rithala,Tikri kalan,1350.0,"0073, 0074",2022-05-25 00:00:00,Sant Kumar,1100.0
331,25116,2022-05-13,Champion,Ariston_Rithala,Rithala,Shakarpur,1350.0,"0073, 0074",2022-05-25 00:00:00,Sant Kumar,1100.0
332,25117,2022-05-13,Champion,Ariston_Rithala,Rithala,Gurgaon,2800.0,159,2022-07-06 00:00:00,Battery Rikshaw,2100.0
333,25118,2022-05-13,M. Pick up,Ariston_Rithala,Rithala,Noida,3900.0,"0130, 0131",2022-06-18 00:00:00,Jai Shree Durga,2500.0
334,25119,2022-05-13,M. Pick up,Ariston_Rithala,Rithala,Mandoli,0.0,"0130, 0131",2022-06-18 00:00:00,Jai Shree Durga,
335,25120,2022-05-13,Champion,Ariston_Rithala,Rithala,Chhtarpur,1350.0,"0073, 0074",2022-05-25 00:00:00,(Shyam Kant Jha) Rama Tpt.,1100.0
336,25121,2022-05-13,Tata Ace,Ariston_Rithala,Rithala,Alipur,1475.0,"0130, 0131",2022-06-18 00:00:00,Sunny Tempo,1100.0
